,P.S1,P.C1,P.S2,P.C2,F.S1,F.C1,F.S2,F.C2,F.S3,F.C3,T.S4,T.C4,R.S5,R.C5,Rank,Winner
Player 1 Game 9117,Hearts,7,Clubs,7,Clubs,4,Spades,8,Hearts,K,Diamonds,8,Clubs,9,Two Pair,0
Player 2 Game 9117,Spades,J,Clubs,6,Clubs,4,Spades,8,Hearts,K,Diamonds,8,Clubs,9,Straight,1
Player 1 Game 9118,Clubs,J,Spades,9,Hearts,5,Clubs,10,Clubs,6,Spades,J,Clubs,A,One Pair,1
Player 2 Game 9118,Diamonds,J,Hearts,8,Hearts,5,Clubs,10,Clubs,6,Spades,J,Clubs,A,One Pair,0
Player 1 Game 9119,Hearts,8,Spades,6,Hearts,4,Hearts,9,Spades,9,Spades,J,Clubs,J,Two Pair,0
Player 2 Game 9119,Clubs,K,Spades,A,Hearts,4,Hearts,9,Spades,9,Spades,J,Clubs,J,Two Pair,1
Player 1 Game 9120,Clubs,Q,Diamonds,6,Spades,Q,Diamonds,5,Spades,6,Hearts,Q,Clubs,J,Full House,1
Player 2 Game 9120,Hearts,3,Spades,4,Spades,Q,Diamonds,5,Spades,6,Hearts,Q,Clubs,J,One Pair,0
Player 1 Game 9121,Diamonds,9,Hearts,A,Diamonds,10,Hearts,5,Diamonds,6,Spades,8,Hearts,4,High Card,0
Player 2 Game 9121,Clubs,9,Diamonds,5,Diamonds,10,Hearts,5,Diamonds,6,Spades,8,Hearts,4,One Pair,1
Player 1 Game 9122,Hearts,9,Spades,Q,Spades,K,Spades,J,Hearts,A,Hearts,10,Diamonds,8,Straight,1
Player 2 Game 9122,Hearts,2,Diamonds,6,Spades,K,Spades,J,Hearts,A,Hearts,10,Diamonds,8,High Card,0
Player 1 Game 9123,Diamonds,2,Diamonds,Q,Diamonds,8,Clubs,Q,Diamonds,4,Diamonds,A,Hearts,9,Flush,1
Player 2 Game 9123,Spades,K,Diamonds,6,Diamonds,8,Clubs,Q,Diamonds,4,Diamonds,A,Hearts,9,High Card,0
Player 1 Game 9124,Hearts,8,Diamonds,K,Diamonds,A,Spades,Q,Diamonds,J,Hearts,A,Spades,5,One Pair,0
Player 2 Game 9124,Clubs,A,Hearts,K,Diamonds,A,Spades,Q,Diamonds,J,Hearts,A,Spades,5,Three of a Kind,1
Player 1 Game 9125,Spades,5,Spades,9,Hearts,8,Clubs,K,Diamonds,7,Diamonds,K,Diamonds,10,One Pair,0
Player 2 Game 9125,Hearts,10,Spades,8,Hearts,8,Clubs,K,Diamonds,7,Diamonds,K,Diamonds,10,Two Pair,1
Player 1 Game 9126,Diamonds,2,Hearts,4,Clubs,3,Spades,7,Diamonds,K,Diamonds,Q,Spades,A,High Card,0
Player 2 Game 9126,Spades,6,Clubs,7,Clubs,3,Spades,7,Diamonds,K,Diamonds,Q,Spades,A,One Pair,1
Player 1 Game 9127,Diamonds,8,Clubs,A,Diamonds,10,Hearts,7,Diamonds,3,Spades,Q,Diamonds,6,High Card,0
Player 2 Game 9127,Hearts,10,Spades,8,Diamonds,10,Hearts,7,Diamonds,3,Spades,Q,Diamonds,6,One Pair,1
Player 1 Game 9128,Hearts,2,Clubs,Q,Hearts,5,Diamonds,2,Spades,6,Diamonds,7,Diamonds,A,One Pair,0
Player 2 Game 9128,Spades,A,Clubs,J,Hearts,5,Diamonds,2,Spades,6,Diamonds,7,Diamonds,A,One Pair,1
Player 1 Game 9129,Diamonds,10,Clubs,4,Spades,9,Spades,J,Clubs,2,Hearts,K,Spades,8,High Card,0
Player 2 Game 9129,Diamonds,2,Spades,2,Spades,9,Spades,J,Clubs,2,Hearts,K,Spades,8,Three of a Kind,1
Player 1 Game 9130,Spades,10,Spades,4,Clubs,3,Spades,3,Diamonds,7,Spades,J,Hearts,6,One Pair,0
Player 2 Game 9130,Diamonds,K,Hearts,7,Clubs,3,Spades,3,Diamonds,7,Spades,J,Hearts,6,Two Pair,1
Player 1 Game 9131,Hearts,J,Clubs,2,Spades,2,Clubs,J,Spades,9,Spades,Q,Hearts,A,Two Pair,1
Player 2 Game 9131,Spades,K,Hearts,7,Spades,2,Clubs,J,Spades,9,Spades,Q,Hearts,A,High Card,0
Player 1 Game 9132,Clubs,4,Hearts,J,Clubs,10,Hearts,5,Hearts,6,Diamonds,5,Diamonds,K,One Pair,0
Player 2 Game 9132,Clubs,3,Spades,10,Clubs,10,Hearts,5,Hearts,6,Diamonds,5,Diamonds,K,Two Pair,1
Player 1 Game 9133,Clubs,Q,Spades,3,Diamonds,7,Hearts,A,Clubs,6,Spades,2,Diamonds,K,High Card,1
Player 2 Game 9133,Clubs,3,Clubs,5,Diamonds,7,Hearts,A,Clubs,6,Spades,2,Diamonds,K,High Card,0
Player 1 Game 9134,Clubs,10,Diamonds,5,Hearts,8,Spades,J,Hearts,7,Spades,5,Diamonds,K,One Pair,1
Player 2 Game 9134,Spades,3,Clubs,4,Hearts,8,Spades,J,Hearts,7,Spades,5,Diamonds,K,High Card,0
Player 1 Game 9135,Spades,7,Hearts,3,Hearts,9,Hearts,2,Spades,5,Hearts,7,Hearts,4,Flush,0
Player 2 Game 9135,Hearts,J,Diamonds,J,Hearts,9,Hearts,2,Spades,5,Hearts,7,Hearts,4,Flush,1
Player 1 Game 9136,Diamonds,9,Diamonds,Q,Hearts,K,Spades,Q,Diamonds,3,Diamonds,J,Spades,8,One Pair,0
Player 2 Game 9136,Clubs,J,Clubs,Q,Hearts,K,Spades,Q,Diamonds,3,Diamonds,J,Spades,8,Two Pair,1
Player 1 Game 9137,Diamonds,6,Diamonds,5,Clubs,Q,Spades,9,Diamonds,J,Diamonds,A,Hearts,A,Straight,2
Player 2 Game 9137,Hearts,8,Clubs,3,Clubs,Q,Spades,9,Diamonds,J,Diamonds,A,Hearts,A,Straight,2
Player 1 Game 9138,Clubs,8,Hearts,7,Spades,5,Clubs,9,Spades,10,Clubs,4,Diamonds,3,High Card,0
Player 2 Game 9138,Diamonds,J,Hearts,Q,Spades,5,Clubs,9,Spades,10,Clubs,4,Diamonds,3,High Card,1
Player 1 Game 9139,Spades,7,Diamonds,8,Hearts,Q,Clubs,6,Diamonds,5,Hearts,J,Hearts,K,High Card,1
Player 2 Game 9139,Diamonds,7,Spades,3,Hearts,Q,Clubs,6,Diamonds,5,Hearts,J,Hearts,K,High Card,0
Player 1 Game 9140,Hearts,10,Spades,4,Hearts,5,Spades,Q,Clubs,3,Clubs,8,Diamonds,4,One Pair,1
Player 2 Game 9140,Diamonds,2,Clubs,J,Hearts,5,Spades,Q,Clubs,3,Clubs,8,Diamonds,4,High Card,0
Player 1 Game 9141,Clubs,K,Diamonds,A,Spades,5,Hearts,2,Diamonds,5,Spades,Q,Hearts,6,One Pair,0
Player 2 Game 9141,Spades,A,Diamonds,Q,Spades,5,Hearts,2,Diamonds,5,Spades,Q,Hearts,6,Two Pair,1
Player 1 Game 9142,Hearts,3,Spades,8,Spades,7,Spades,3,Clubs,9,Hearts,4,Clubs,A,One Pair,1
Player 2 Game 9142,Clubs,K,Spades,10,Spades,7,Spades,3,Clubs,9,Hearts,4,Clubs,A,High Card,0
Player 1 Game 9143,Hearts,9,Clubs,Q,Clubs,6,Clubs,A,Clubs,8,Spades,7,Hearts,3,High Card,0
Player 2 Game 9143,Diamonds,8,Spades,J,Clubs,6,Clubs,A,Clubs,8,Spades,7,Hearts,3,One Pair,1
Player 1 Game 9144,Clubs,10,Diamonds,7,Spades,7,Diamonds,A,Clubs,8,Spades,2,Clubs,3,One Pair,1
Player 2 Game 9144,Spades,9,Spades,10,Spades,7,Diamonds,A,Clubs,8,Spades,2,Clubs,3,High Card,0
Player 1 Game 9145,Hearts,Q,Spades,7,Diamonds,8,Spades,9,Diamonds,K,Clubs,9,Hearts,10,One Pair,0
Player 2 Game 9145,Spades,2,Spades,4,Diamonds,8,Spades,9,Diamonds,K,Clubs,9,Hearts,10,Straight,1
Player 1 Game 9146,Hearts,K,Spades,10,Spades,K,Diamonds,4,Hearts,10,Clubs,6,Diamonds,5,Two Pair,1
Player 2 Game 9146,Hearts,3,Spades,5,Spades,K,Diamonds,4,Hearts,10,Clubs,6,Diamonds,5,One Pair,0
Player 1 Game 9147,Spades,9,Hearts,10,Spades,5,Spades,K,Hearts,Q,Hearts,A,Hearts,K,One Pair,0
Player 2 Game 9147,Spades,Q,Clubs,J,Spades,5,Spades,K,Hearts,Q,Hearts,A,Hearts,K,Two Pair,1
Player 1 Game 9148,Spades,10,Diamonds,2,Diamonds,6,Hearts,Q,Hearts,5,Hearts,7,Clubs,10,One Pair,2
Player 2 Game 9148,Diamonds,3,Diamonds,10,Diamonds,6,Hearts,Q,Hearts,5,Hearts,7,Clubs,10,One Pair,2
Player 1 Game 9149,Diamonds,9,Spades,2,Hearts,Q,Hearts,J,Hearts,4,Spades,K,Spades,J,One Pair,0
Player 2 Game 9149,Clubs,8,Diamonds,Q,Hearts,Q,Hearts,J,Hearts,4,Spades,K,Spades,J,Two Pair,1
Player 1 Game 9150,Hearts,J,Spades,6,Diamonds,9,Hearts,2,Diamonds,6,Clubs,6,Hearts,4,Three of a Kind,1
Player 2 Game 9150,Spades,4,Diamonds,7,Diamonds,9,Hearts,2,Diamonds,6,Clubs,6,Hearts,4,Two Pair,0
Player 1 Game 9151,Hearts,9,Clubs,J,Diamonds,Q,Spades,9,Diamonds,5,Hearts,A,Spades,10,One Pair,0
Player 2 Game 9151,Clubs,6,Clubs,A,Diamonds,Q,Spades,9,Diamonds,5,Hearts,A,Spades,10,One Pair,1
Player 1 Game 9152,Hearts,K,Diamonds,4,Clubs,3,Diamonds,8,Diamonds,Q,Clubs,5,Diamonds,J,High Card,0
Player 2 Game 9152,Spades,A,Diamonds,6,Clubs,3,Diamonds,8,Diamonds,Q,Clubs,5,Diamonds,J,High Card,1
Player 1 Game 9153,Spades,3,Hearts,10,Spades,5,Spades,K,Spades,Q,Spades,2,Diamonds,A,Flush,0
Player 2 Game 9153,Diamonds,2,Spades,8,Spades,5,Spades,K,Spades,Q,Spades,2,Diamonds,A,Flush,1
Player 1 Game 9154,Diamonds,9,Diamonds,3,Spades,J,Diamonds,Q,Clubs,5,Spades,Q,Spades,9,Two Pair,0
Player 2 Game 9154,Diamonds,A,Spades,6,Spades,J,Diamonds,Q,Clubs,5,Spades,Q,Spades,9,Straight,1
Player 1 Game 9155,Hearts,A,Spades,A,Diamonds,J,Clubs,2,Clubs,9,Diamonds,4,Spades,8,One Pair,1
Player 2 Game 9155,Spades,5,Spades,10,Diamonds,J,Clubs,2,Clubs,9,Diamonds,4,Spades,8,High Card,0
Player 1 Game 9156,Diamonds,9,Spades,9,Spades,4,Hearts,3,Clubs,5,Hearts,K,Spades,10,One Pair,1
Player 2 Game 9156,Spades,6,Clubs,8,Spades,4,Hearts,3,Clubs,5,Hearts,K,Spades,10,High Card,0
Player 1 Game 9157,Spades,J,Hearts,K,Hearts,Q,Clubs,8,Clubs,4,Hearts,2,Spades,K,One Pair,1
Player 2 Game 9157,Spades,A,Clubs,3,Hearts,Q,Clubs,8,Clubs,4,Hearts,2,Spades,K,High Card,0
Player 1 Game 9158,Spades,K,Hearts,4,Clubs,J,Spades,9,Clubs,10,Hearts,K,Clubs,K,Three of a Kind,1
Player 2 Game 9158,Hearts,7,Spades,2,Clubs,J,Spades,9,Clubs,10,Hearts,K,Clubs,K,One Pair,0
Player 1 Game 9159,Diamonds,5,Hearts,5,Hearts,K,Spades,A,Clubs,4,Diamonds,7,Spades,J,One Pair,1
Player 2 Game 9159,Spades,2,Diamonds,6,Hearts,K,Spades,A,Clubs,4,Diamonds,7,Spades,J,High Card,0
Player 1 Game 9160,Hearts,6,Spades,10,Spades,K,Clubs,5,Diamonds,J,Hearts,7,Spades,A,High Card,1
Player 2 Game 9160,Diamonds,6,Spades,2,Spades,K,Clubs,5,Diamonds,J,Hearts,7,Spades,A,High Card,0
Player 1 Game 9161,Spades,10,Diamonds,J,Spades,8,Diamonds,8,Diamonds,5,Diamonds,A,Diamonds,Q,Flush,1
Player 2 Game 9161,Hearts,9,Spades,Q,Spades,8,Diamonds,8,Diamonds,5,Diamonds,A,Diamonds,Q,Two Pair,0
Player 1 Game 9162,Clubs,5,Hearts,9,Hearts,K,Hearts,7,Spades,10,Spades,8,Clubs,8,One Pair,0
Player 2 Game 9162,Hearts,10,Diamonds,K,Hearts,K,Hearts,7,Spades,10,Spades,8,Clubs,8,Two Pair,1
Player 1 Game 9163,Diamonds,2,Clubs,9,Clubs,2,Hearts,8,Spades,10,Clubs,6,Spades,Q,One Pair,1
Player 2 Game 9163,Hearts,7,Hearts,J,Clubs,2,Hearts,8,Spades,10,Clubs,6,Spades,Q,High Card,0
Player 1 Game 9164,Spades,5,Spades,J,Spades,2,Hearts,J,Hearts,4,Clubs,10,Diamonds,6,One Pair,1
Player 2 Game 9164,Hearts,3,Diamonds,4,Spades,2,Hearts,J,Hearts,4,Clubs,10,Diamonds,6,One Pair,0
Player 1 Game 9165,Diamonds,8,Clubs,3,Spades,8,Diamonds,Q,Clubs,J,Clubs,6,Spades,7,One Pair,0
Player 2 Game 9165,Spades,Q,Spades,9,Spades,8,Diamonds,Q,Clubs,J,Clubs,6,Spades,7,One Pair,1
Player 1 Game 9166,Hearts,5,Clubs,8,Spades,9,Spades,3,Spades,6,Hearts,8,Diamonds,3,Straight,1
Player 2 Game 9166,Spades,10,Hearts,6,Spades,9,Spades,3,Spades,6,Hearts,8,Diamonds,3,Two Pair,0
Player 1 Game 9167,Diamonds,3,Hearts,10,Diamonds,J,Clubs,4,Hearts,7,Clubs,10,Hearts,2,One Pair,1
Player 2 Game 9167,Hearts,Q,Spades,5,Diamonds,J,Clubs,4,Hearts,7,Clubs,10,Hearts,2,High Card,0
Player 1 Game 9168,Diamonds,3,Clubs,4,Hearts,Q,Hearts,9,Spades,K,Clubs,K,Hearts,6,One Pair,0
Player 2 Game 9168,Clubs,Q,Spades,4,Hearts,Q,Hearts,9,Spades,K,Clubs,K,Hearts,6,Two Pair,1
Player 1 Game 9169,Hearts,4,Diamonds,7,Spades,6,Clubs,9,Clubs,3,Clubs,K,Hearts,5,Straight,1
Player 2 Game 9169,Hearts,A,Diamonds,4,Spades,6,Clubs,9,Clubs,3,Clubs,K,Hearts,5,High Card,0
Player 1 Game 9170,Spades,J,Hearts,6,Hearts,10,Clubs,2,Diamonds,6,Clubs,9,Diamonds,7,One Pair,0
Player 2 Game 9170,Spades,8,Diamonds,5,Hearts,10,Clubs,2,Diamonds,6,Clubs,9,Diamonds,7,Straight,1
Player 1 Game 9171,Spades,10,Spades,2,Spades,A,Hearts,Q,Diamonds,10,Spades,J,Diamonds,A,Two Pair,0
Player 2 Game 9171,Spades,9,Clubs,K,Spades,A,Hearts,Q,Diamonds,10,Spades,J,Diamonds,A,Straight,1
Player 1 Game 9172,Hearts,Q,Hearts,3,Diamonds,5,Spades,2,Clubs,3,Spades,8,Spades,5,Two Pair,0
Player 2 Game 9172,Clubs,4,Clubs,A,Diamonds,5,Spades,2,Clubs,3,Spades,8,Spades,5,Straight,1
Player 1 Game 9173,Spades,K,Diamonds,7,Hearts,9,Clubs,A,Spades,10,Diamonds,K,Hearts,7,Two Pair,1
Player 2 Game 9173,Diamonds,9,Diamonds,3,Hearts,9,Clubs,A,Spades,10,Diamonds,K,Hearts,7,One Pair,0
Player 1 Game 9174,Clubs,3,Clubs,A,Clubs,4,Hearts,5,Spades,9,Spades,5,Clubs,9,Two Pair,0
Player 2 Game 9174,Clubs,7,Diamonds,K,Clubs,4,Hearts,5,Spades,9,Spades,5,Clubs,9,Straight,1
Player 1 Game 9175,Spades,8,Hearts,7,Clubs,4,Clubs,A,Diamonds,J,Clubs,K,Spades,J,One Pair,0
Player 2 Game 9175,Hearts,Q,Diamonds,8,Clubs,4,Clubs,A,Diamonds,J,Clubs,K,Spades,J,Straight,1
Player 1 Game 9176,Diamonds,6,Diamonds,9,Clubs,4,Spades,9,Hearts,J,Spades,4,Diamonds,3,Two Pair,1
Player 2 Game 9176,Hearts,10,Diamonds,2,Clubs,4,Spades,9,Hearts,J,Spades,4,Diamonds,3,One Pair,0
Player 1 Game 9177,Hearts,5,Clubs,10,Hearts,3,Spades,3,Spades,5,Diamonds,J,Clubs,8,Two Pair,1
Player 2 Game 9177,Hearts,K,Clubs,A,Hearts,3,Spades,3,Spades,5,Diamonds,J,Clubs,8,One Pair,0
Player 1 Game 9178,Hearts,10,Hearts,A,Hearts,4,Spades,Q,Hearts,3,Diamonds,2,Clubs,5,Straight,1
Player 2 Game 9178,Spades,3,Diamonds,4,Hearts,4,Spades,Q,Hearts,3,Diamonds,2,Clubs,5,Two Pair,0
Player 1 Game 9179,Hearts,6,Clubs,9,Hearts,4,Spades,7,Diamonds,J,Hearts,8,Clubs,J,One Pair,0
Player 2 Game 9179,Hearts,3,Spades,8,Hearts,4,Spades,7,Diamonds,J,Hearts,8,Clubs,J,Straight,1
Player 1 Game 9180,Hearts,4,Hearts,J,Hearts,Q,Hearts,3,Hearts,8,Hearts,10,Diamonds,6,Flush,1
Player 2 Game 9180,Spades,J,Spades,4,Hearts,Q,Hearts,3,Hearts,8,Hearts,10,Diamonds,6,High Card,0
Player 1 Game 9181,Spades,6,Clubs,4,Clubs,7,Clubs,Q,Hearts,K,Clubs,K,Hearts,2,One Pair,0
Player 2 Game 9181,Hearts,A,Hearts,6,Clubs,7,Clubs,Q,Hearts,K,Clubs,K,Hearts,2,One Pair,1
Player 1 Game 9182,Hearts,4,Clubs,A,Clubs,4,Hearts,A,Spades,J,Spades,3,Diamonds,A,Full House,1
Player 2 Game 9182,Clubs,2,Hearts,K,Clubs,4,Hearts,A,Spades,J,Spades,3,Diamonds,A,One Pair,0
Player 1 Game 9183,Clubs,5,Diamonds,5,Clubs,7,Spades,7,Hearts,10,Diamonds,9,Clubs,6,Two Pair,1
Player 2 Game 9183,Diamonds,2,Diamonds,Q,Clubs,7,Spades,7,Hearts,10,Diamonds,9,Clubs,6,One Pair,0
Player 1 Game 9184,Diamonds,A,Hearts,4,Clubs,A,Spades,10,Hearts,A,Clubs,5,Diamonds,8,Straight,1
Player 2 Game 9184,Diamonds,5,Spades,8,Clubs,A,Spades,10,Hearts,A,Clubs,5,Diamonds,8,Two Pair,0
Player 1 Game 9185,Diamonds,J,Hearts,6,Diamonds,Q,Hearts,Q,Spades,A,Diamonds,2,Diamonds,10,One Pair,0
Player 2 Game 9185,Clubs,A,Spades,4,Diamonds,Q,Hearts,Q,Spades,A,Diamonds,2,Diamonds,10,Two Pair,1
Player 1 Game 9186,Clubs,3,Diamonds,10,Hearts,Q,Clubs,6,Clubs,J,Clubs,K,Diamonds,7,High Card,0
Player 2 Game 9186,Spades,K,Clubs,Q,Hearts,Q,Clubs,6,Clubs,J,Clubs,K,Diamonds,7,Straight,1
Player 1 Game 9187,Hearts,8,Hearts,K,Spades,Q,Hearts,J,Spades,K,Spades,5,Hearts,7,One Pair,0
Player 2 Game 9187,Hearts,Q,Diamonds,5,Spades,Q,Hearts,J,Spades,K,Spades,5,Hearts,7,Straight,1
Player 1 Game 9188,Diamonds,7,Hearts,J,Diamonds,3,Clubs,K,Diamonds,8,Clubs,4,Clubs,2,High Card,0
Player 2 Game 9188,Hearts,4,Spades,A,Diamonds,3,Clubs,K,Diamonds,8,Clubs,4,Clubs,2,One Pair,1
Player 1 Game 9189,Clubs,3,Spades,6,Hearts,2,Clubs,10,Diamonds,7,Clubs,9,Hearts,4,High Card,0
Player 2 Game 9189,Hearts,9,Clubs,J,Hearts,2,Clubs,10,Diamonds,7,Clubs,9,Hearts,4,One Pair,1
Player 1 Game 9190,Diamonds,A,Hearts,5,Clubs,A,Clubs,3,Hearts,9,Hearts,A,Spades,4,Straight,1
Player 2 Game 9190,Clubs,4,Hearts,Q,Clubs,A,Clubs,3,Hearts,9,Hearts,A,Spades,4,Two Pair,0
Player 1 Game 9191,Clubs,7,Hearts,5,Clubs,10,Clubs,8,Hearts,3,Spades,A,Clubs,2,High Card,0
Player 2 Game 9191,Spades,4,Clubs,A,Clubs,10,Clubs,8,Hearts,3,Spades,A,Clubs,2,One Pair,1
Player 1 Game 9192,Clubs,9,Hearts,J,Diamonds,4,Diamonds,10,Diamonds,8,Hearts,7,Clubs,J,Straight,1
Player 2 Game 9192,Hearts,3,Spades,7,Diamonds,4,Diamonds,10,Diamonds,8,Hearts,7,Clubs,J,One Pair,0
Player 1 Game 9193,Clubs,7,Spades,K,Diamonds,K,Hearts,K,Spades,7,Clubs,3,Diamonds,3,Full House,1
Player 2 Game 9193,Hearts,4,Spades,3,Diamonds,K,Hearts,K,Spades,7,Clubs,3,Diamonds,3,Full House,0
Player 1 Game 9194,Diamonds,8,Clubs,K,Diamonds,4,Clubs,A,Clubs,10,Clubs,3,Diamonds,J,High Card,1
Player 2 Game 9194,Hearts,5,Spades,8,Diamonds,4,Clubs,A,Clubs,10,Clubs,3,Diamonds,J,High Card,0
Player 1 Game 9195,Hearts,Q,Spades,4,Diamonds,2,Clubs,9,Hearts,5,Spades,10,Hearts,10,One Pair,0
Player 2 Game 9195,Diamonds,Q,Clubs,5,Diamonds,2,Clubs,9,Hearts,5,Spades,10,Hearts,10,Two Pair,1
Player 1 Game 9196,Hearts,K,Diamonds,8,Diamonds,Q,Hearts,5,Spades,8,Spades,10,Hearts,A,One Pair,0
Player 2 Game 9196,Hearts,J,Spades,Q,Diamonds,Q,Hearts,5,Spades,8,Spades,10,Hearts,A,One Pair,1
Player 1 Game 9197,Hearts,K,Spades,10,Spades,Q,Clubs,8,Diamonds,2,Clubs,7,Diamonds,6,High Card,0
Player 2 Game 9197,Clubs,6,Diamonds,8,Spades,Q,Clubs,8,Diamonds,2,Clubs,7,Diamonds,6,Two Pair,1
Player 1 Game 9198,Spades,J,Hearts,5,Spades,10,Hearts,8,Clubs,4,Clubs,2,Diamonds,6,High Card,0
Player 2 Game 9198,Spades,5,Spades,4,Spades,10,Hearts,8,Clubs,4,Clubs,2,Diamonds,6,One Pair,1
Player 1 Game 9199,Hearts,2,Hearts,7,Clubs,J,Spades,J,Clubs,6,Clubs,8,Clubs,7,Straight,1
Player 2 Game 9199,Hearts,4,Hearts,6,Clubs,J,Spades,J,Clubs,6,Clubs,8,Clubs,7,Two Pair,0
Player 1 Game 9200,Hearts,8,Spades,3,Spades,9,Diamonds,3,Clubs,Q,Clubs,8,Diamonds,6,Two Pair,0
Player 2 Game 9200,Hearts,9,Hearts,10,Spades,9,Diamonds,3,Clubs,Q,Clubs,8,Diamonds,6,Straight,1
Player 1 Game 9201,Spades,3,Clubs,K,Spades,7,Spades,6,Diamonds,K,Clubs,10,Hearts,A,One Pair,0
Player 2 Game 9201,Hearts,Q,Diamonds,A,Spades,7,Spades,6,Diamonds,K,Clubs,10,Hearts,A,One Pair,1
Player 1 Game 9202,Spades,9,Clubs,6,Spades,4,Spades,7,Diamonds,2,Hearts,10,Diamonds,3,High Card,0
Player 2 Game 9202,Hearts,2,Diamonds,6,Spades,4,Spades,7,Diamonds,2,Hearts,10,Diamonds,3,One Pair,1
Player 1 Game 9203,Hearts,3,Spades,3,Hearts,5,Spades,10,Clubs,3,Hearts,6,Spades,2,Straight,1
Player 2 Game 9203,Hearts,J,Clubs,Q,Hearts,5,Spades,10,Clubs,3,Hearts,6,Spades,2,High Card,0
Player 1 Game 9204,Spades,9,Spades,K,Clubs,9,Spades,A,Hearts,A,Diamonds,4,Diamonds,A,Full House,1
Player 2 Game 9204,Hearts,3,Spades,10,Clubs,9,Spades,A,Hearts,A,Diamonds,4,Diamonds,A,Straight,0
Player 1 Game 9205,Hearts,2,Hearts,7,Clubs,8,Clubs,K,Diamonds,Q,Hearts,A,Hearts,3,High Card,0
Player 2 Game 9205,Spades,9,Diamonds,3,Clubs,8,Clubs,K,Diamonds,Q,Hearts,A,Hearts,3,One Pair,1
Player 1 Game 9206,Clubs,A,Hearts,A,Spades,7,Hearts,K,Hearts,8,Spades,J,Diamonds,10,One Pair,0
Player 2 Game 9206,Diamonds,3,Clubs,9,Spades,7,Hearts,K,Hearts,8,Spades,J,Diamonds,10,Straight,1
Player 1 Game 9207,Spades,7,Clubs,8,Spades,2,Spades,9,Diamonds,5,Hearts,3,Clubs,3,One Pair,0
Player 2 Game 9207,Diamonds,4,Hearts,4,Spades,2,Spades,9,Diamonds,5,Hearts,3,Clubs,3,Two Pair,1
Player 1 Game 9208,Diamonds,A,Hearts,9,Diamonds,9,Spades,10,Hearts,10,Clubs,3,Diamonds,3,Two Pair,1
Player 2 Game 9208,Hearts,6,Spades,J,Diamonds,9,Spades,10,Hearts,10,Clubs,3,Diamonds,3,Two Pair,0
Player 1 Game 9209,Hearts,4,Diamonds,9,Hearts,Q,Spades,5,Clubs,7,Clubs,2,Clubs,K,High Card,1
Player 2 Game 9209,Hearts,6,Clubs,4,Hearts,Q,Spades,5,Clubs,7,Clubs,2,Clubs,K,High Card,0
Player 1 Game 9210,Diamonds,3,Diamonds,5,Diamonds,6,Hearts,J,Diamonds,J,Diamonds,4,Spades,K,Flush,1
Player 2 Game 9210,Clubs,A,Hearts,8,Diamonds,6,Hearts,J,Diamonds,J,Diamonds,4,Spades,K,One Pair,0
Player 1 Game 9211,Hearts,4,Spades,3,Hearts,6,Diamonds,6,Clubs,5,Clubs,2,Clubs,7,Straight,1
Player 2 Game 9211,Diamonds,A,Diamonds,3,Hearts,6,Diamonds,6,Clubs,5,Clubs,2,Clubs,7,One Pair,0
Player 1 Game 9212,Clubs,J,Hearts,9,Diamonds,K,Spades,J,Spades,10,Diamonds,J,Clubs,9,Full House,1
Player 2 Game 9212,Diamonds,Q,Clubs,7,Diamonds,K,Spades,J,Spades,10,Diamonds,J,Clubs,9,One Pair,0
Player 1 Game 9213,Clubs,3,Diamonds,3,Hearts,3,Hearts,4,Diamonds,10,Diamonds,2,Spades,10,Full House,1
Player 2 Game 9213,Hearts,J,Spades,9,Hearts,3,Hearts,4,Diamonds,10,Diamonds,2,Spades,10,One Pair,0
Player 1 Game 9214,Hearts,3,Hearts,8,Spades,K,Diamonds,7,Hearts,K,Spades,8,Diamonds,8,Full House,1
Player 2 Game 9214,Diamonds,10,Hearts,9,Spades,K,Diamonds,7,Hearts,K,Spades,8,Diamonds,8,Two Pair,0
Player 1 Game 9215,Diamonds,K,Spades,8,Hearts,J,Hearts,5,Diamonds,A,Clubs,8,Hearts,3,One Pair,1
Player 2 Game 9215,Spades,K,Clubs,Q,Hearts,J,Hearts,5,Diamonds,A,Clubs,8,Hearts,3,High Card,0
Player 1 Game 9216,Hearts,9,Diamonds,8,Hearts,K,Clubs,Q,Diamonds,A,Hearts,J,Diamonds,J,One Pair,0
Player 2 Game 9216,Diamonds,Q,Clubs,8,Hearts,K,Clubs,Q,Diamonds,A,Hearts,J,Diamonds,J,Two Pair,1
Player 1 Game 9217,Diamonds,K,Diamonds,3,Spades,3,Hearts,K,Hearts,Q,Hearts,4,Hearts,10,Two Pair,1
Player 2 Game 9217,Spades,J,Clubs,2,Spades,3,Hearts,K,Hearts,Q,Hearts,4,Hearts,10,High Card,0
Player 1 Game 9218,Clubs,4,Spades,5,Diamonds,6,Clubs,Q,Clubs,6,Clubs,J,Spades,8,One Pair,0
Player 2 Game 9218,Diamonds,Q,Diamonds,J,Diamonds,6,Clubs,Q,Clubs,6,Clubs,J,Spades,8,Two Pair,1
Player 1 Game 9219,Diamonds,3,Hearts,4,Spades,4,Spades,J,Diamonds,Q,Clubs,8,Clubs,10,One Pair,1
Player 2 Game 9219,Spades,3,Clubs,K,Spades,4,Spades,J,Diamonds,Q,Clubs,8,Clubs,10,High Card,0
Player 1 Game 9220,Hearts,Q,Diamonds,4,Diamonds,J,Spades,7,Clubs,A,Clubs,2,Hearts,9,High Card,2
